"skill_id","name","skill_level","skill_number","mpConsume","hpConsume","itemConsumeId","itemConsumeCount","reuseDelay","buffDuration","target","target_to","damage_value","damage_dice","damage_dice_count","probability_value","probability_dice","limit","attr","type","lawful","ranged","area","through","id","nameid","action_id","action_id2","action_id3","castgfx","castgfx2","castgfx3","sysmsgID_happen","sysmsgID_stop","sysmsgID_fail"
"10013","super grimreaper sickle e screen","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","6","0","0","","18","0","0","3396","0","0","0","0","0"
"10014","Ifrit - Javelin Thrower","0","0","5","0","0","0","0","0","attack","3","150","10","10","0","0","0","2","64","0","6","2","0","0","","18","0","0","1776","0","0","0","0","0"
"10015","basilisk s blast","0","0","5","0","0","0","0","0","attack","3","100","10","10","0","0","0","0","64","0","6","0","0","0","","18","0","0","1043","0","0","0","0","0"
"10016","windcutter bomb","0","0","5","0","0","0","0","0","attack","3","100","10","10","0","0","0","8","64","0","6","2","0","0","","18","0","0","1800","0","0","0","0","0"
"10017","icedagger bomb","0","0","5","0","0","0","0","0","attack","3","100","10","10","0","0","0","4","64","0","6","2","0","0","","18","0","0","1798","0","0","0","0","0"
"10018","Phoenix (long-range fire)","0","0","5","0","0","0","0","0","attack","3","100","10","10","0","0","0","2","64","0","8","3","0","0","","18","0","0","1794","0","0","0","0","0"
"10019","Ancient Giant (Asquake)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","1","64","0","0","-1","0","0","","18","0","0","2483","0","0","0","0","0"
"10020","Great Spirit of the Land (Long-Range Magic)","0","0","5","0","0","0","0","0","attack","3","100","10","10","0","0","0","1","64","0","8","0","0","0","","19","0","0","2750","0","0","0","0","0"
"10021","Great Spirit of Fire (Fireball)","0","0","5","0","0","0","0","0","attack","3","100","10","10","0","0","0","2","64","0","8","0","0","0","","19","0","0","2748","0","0","0","0","0"
"10022","Great Spirit of Water (long-range magic)","0","0","5","0","0","0","0","0","attack","3","100","10","10","0","0","0","4","64","0","8","0","0","0","","18","0","0","2739","0","0","0","0","0"
"10023","spirit of water boss spear","0","0","5","0","0","0","0","0","attack","3","100","10","10","0","0","0","4","64","0","8","0","0","0","","18","0","0","2740","0","0","0","0","0"
"10024","Demon (wide area magic)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","2","64","0","0","6","0","0","","30","0","0","2510","0","0","0","0","0"
"10025","Corruption (wide-area magic)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","4","0","0","","18","0","0","4326","0","0","0","0","0"
"10026","Lindvior (Rest)","0","0","5","0","0","0","0","0","attack","3","300","10","10","0","0","0","0","64","0","-1","0","1","0","","18","0","0","4155","0","0","0","0","0"
"10027","Self-Last (Rest)","0","0","5","0","0","0","0","0","attack","3","300","10","10","0","0","0","0","64","0","-1","0","1","0","","18","0","0","4158","0","0","0","0","0"
"10028","Valakas (Rest)","0","0","5","0","0","0","0","0","attack","3","300","10","10","0","0","0","0","64","0","-1","0","1","0","","18","0","0","4161","0","0","0","0","0"
"10029","Papilion (Rest)","0","0","5","0","0","0","0","0","attack","3","300","10","10","0","0","0","0","64","0","-1","0","1","0","","18","0","0","4164","0","0","0","0","0"
"10030","Succubus (group magic)","0","0","20","0","0","0","0","0","attack","3","40","10","3","0","0","0","4","64","0","-1","0","0","0","","18","0","0","1115","0","0","0","0","0"
"10031","Succubus (Magic)","0","0","20","0","0","0","0","0","attack","3","80","20","2","0","0","0","0","64","0","-1","0","0","0","","18","0","0","1119","0","0","0","0","0"
"10032","zenith queen spell e venom","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","6","0","0","","18","0","0","2819","0","0","0","0","0"
"10033","Imp Magic","0","0","5","0","0","0","0","0","attack","3","10","10","1","0","0","0","0","64","0","-1","0","0","0","","18","0","0","1160","0","0","0","0","0"
"10034","Bomb Flower E","0","0","5","0","0","0","0","0","attack","3","10","10","1","0","0","0","2","64","0","9","0","0","0","","18","0","0","1831","0","0","0","0","0"
"10035","Liar (Ice Eruption)","0","0","15","0","0","0","0","0","attack","3","50","10","8","0","0","0","5","64","0","9","0","0","0","","18","0","0","3685","0","0","0","0","0"
"10036","Mambo Rabbit (range)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","4","0","0","","19","0","0","2510","0","0","0","0","0"
"10037","Mambo King (range)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","4","0","0","","30","0","0","2510","0","0","0","0","0"
"10038","Spirit Monitor (wide-area magic)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","2","64","0","0","4","0","0","","30","0","0","2510","0","0","0","0","0"
"10039","Ali Oak (Special)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","4","0","0","","19","0","0","2510","0","0","0","0","0"
"10040","Ariorc attack Ii E","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","4","0","0","","18","0","0","4374","0","0","0","0","0"
"10041","Ariorc attack III E","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","4","0","0","","18","0","0","4375","0","0","0","0","0"
"10042","Lesser Demon (Fire Magic Square)","0","0","5","0","0","0","0","0","none","3","50","10","8","0","0","0","2","64","0","0","2","0","0","","18","0","0","2527","0","0","0","0","0"
"10043","Dark Forest (area magic)","0","0","5","0","0","0","0","0","none","3","50","10","8","0","0","0","0","64","0","0","4","0","0","","18","0","0","3363","0","0","0","0","0"
"10044","Black Wizard (area magic)","0","0","5","0","0","0","0","0","attack","3","50","10","8","0","0","0","0","64","0","6","0","0","0","","18","3700","0","0","0","0","0","0","0"
"10045","Dire Bat L E Screen","0","0","5","0","0","0","0","0","attack","3","50","10","8","0","0","0","0","64","0","6","0","0","0","","18","0","0","3417","0","0","0","0","0"
"10046","Blue Tale Laser","0","0","5","0","0","0","0","0","attack","3","50","10","8","0","0","0","0","64","0","6","0","0","0","","18","0","0","4080","0","0","0","0","0"
"10047","Collaboration Soft Priest (Area Magic)","0","0","5","0","0","0","0","0","attack","3","50","10","8","0","0","0","0","64","0","6","0","0","0","","18","0","0","3700","0","0","0","0","0"
"10048","Seadancer M A","0","0","5","0","0","0","0","0","attack","3","50","10","8","0","0","0","0","64","0","9","0","0","0","","18","0","0","1606","0","0","0","0","0"
"10049","Seadancer M B","0","0","5","0","0","0","0","0","attack","3","50","10","8","0","0","0","0","64","0","9","0","0","0","","18","0","0","1608","0","0","0","0","0"
"10050","Papilion (Ice Breathing)","0","0","5","0","0","0","0","0","attack","3","200","10","8","0","0","0","4","64","0","4","6","0","0","","18","0","0","1593","0","0","0","0","0"
"10051","Papilion (Bubble)","0","0","5","0","0","0","0","0","none","3","250","10","12","0","0","0","4","64","0","0","15","0","0","","18","0","0","1594","0","0","0","0","0"
"10052","Valakas (weather)","0","0","5","0","0","0","0","0","none","3","250","10","12","0","0","0","2","64","0","0","15","0","0","","19","0","0","2004","0","0","0","0","0"
"10053","Lindvior (Dengeki)","0","0","5","0","0","0","0","0","none","3","250","10","12","0","0","0","8","64","0","0","15","0","0","","18","0","0","2566","0","0","0","0","0"
"10054","Self-Last (Breathing)","0","0","5","0","0","0","0","0","none","3","250","10","12","0","0","0","1","64","0","0","15","0","0","","18","0","0","1249","0","0","0","0","0"
"10055","Burst","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","2","64","0","0","2","0","0","","18","0","0","243","0","0","0","0","0"
"10056","Death Knight (Asquake)","0","0","5","0","0","0","0","0","none","3","200","10","10","0","0","0","2","64","0","0","6","0","0","","18","0","0","245","0","0","0","0","0"
"10057","Recall","0","0","5","0","0","0","0","0","buff","3","0","0","0","0","0","0","0","128","0","10","0","0","0","","19","0","0","0","0","0","0","0","0"
"10058","Succubus Priest of Death (Group Magic)","0","0","5","0","0","0","0","0","attack","3","50","8","5","0","0","0","0","64","0","6","0","0","0","","18","0","0","4696","0","0","0","0","0"
"10059","Death Priest Beleth (Group Magic)","0","0","5","0","0","0","0","0","attack","3","70","8","5","0","0","0","0","64","0","6","0","0","0","","18","0","0","4655","0","0","0","0","0"
"10060","Priest of Death demon (group magic)","0","0","5","0","0","0","0","0","attack","3","30","8","5","0","0","0","0","64","0","6","0","0","0","","18","0","0","4579","0","0","0","0","0"
"10061","Lich (long-range magic)","0","0","5","0","0","0","0","0","attack","3","30","2","2","0","0","0","0","64","0","8","3","0","0","","18","0","0","2546","0","0","0","0","0"
"10062","Grimm Ripper (long-range magic)","0","0","5","0","0","0","0","0","attack","3","100","10","10","0","0","0","0","64","0","8","3","0","0","","18","0","0","3396","0","0","0","0","0"
"10063","Yahi (wide-area magic)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","10","0","0","","18","0","0","2510","0","0","0","0","0"
"10064","Yahi (long range magic)","0","0","5","0","0","0","0","0","attack","3","100","10","10","0","0","0","0","64","0","8","3","0","0","","18","0","0","2510","0","0","0","0","0"
"10065","Pass (8-cell long-range special attack)","0","0","0","0","0","0","0","0","attack","3","50","8","5","0","0","0","8","64","0","8","0","0","0","","18","0","0","5663","0","0","0","0","0"
"10066","Parsaz (8-cell long-range special attack)","0","0","0","0","0","0","0","0","attack","3","50","8","8","0","0","0","8","64","0","8","0","0","0","","18","0","0","5469","0","0","0","0","0"
"10067","Diangus (Fire)","0","0","0","0","0","0","0","0","attack","3","50","10","10","0","0","0","2","64","0","5","5","0","0","","18","0","0","5268","0","0","0","0","0"
"10068","No gas (flame)","0","0","0","0","0","0","0","0","attack","3","100","10","10","0","0","0","2","64","0","5","5","0","0","","18","0","0","5272","0","0","0","0","0"
"10069","Balrog (wide-area magic)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","2","64","0","0","3","0","0","","18","0","0","5514","0","0","0","0","0"
"10070","Balrog (all-area magic)","0","0","5","0","0","0","0","0","none","3","200","10","10","0","0","0","2","64","0","0","15","0","0","","18","0","0","5515","0","0","0","0","0"
"10071","Freeze","0","0","5","0","0","0","0","8","buff","3","0","0","0","0","8","0","1","1","0","-1","0","0","0","","30","0","0","4184","0","0","0","0","0"
"10072","Drowned Soul (2-cell long-range special attack)","0","0","0","0","0","0","0","0","attack","3","10","5","5","0","0","0","0","64","0","2","0","0","0","","18","0","0","5487","0","0","0","0","0"
"10073","Drowned Soul (6-cell long-range magic attack)","0","0","5","0","0","0","0","0","attack","3","50","5","5","0","0","0","0","64","0","6","0","0","0","","18","0","0","5417","0","0","0","0","0"
"10074","Scale Heal Tongil (6-cell long-range attack)","0","0","5","0","0","0","0","0","attack","3","50","5","5","0","0","0","0","64","0","6","0","0","0","","18","0","0","5410","0","0","0","0","0"
"10075","Giant Squid (wide-area magic)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","4","64","0","0","7","0","0","","18","0","0","5550","0","0","0","0","0"
"10076","Battle Tiger (long-range magic)","0","0","10","0","0","0","0","0","attack","3","10","5","5","0","0","0","0","64","0","6","0","0","0","","18","0","0","5131","0","0","0","0","0"
"10077","Period viewing (long distance magic)","0","0","10","0","0","0","0","0","attack","3","6","5","5","0","0","0","0","64","0","6","0","0","0","","18","0","0","4584","0","0","0","0","0"
"10078","Spirit de Summon (Long-range special attack)","0","0","0","0","0","0","0","0","attack","3","10","5","5","0","0","0","0","64","0","6","0","0","0","","18","0","0","4508","0","0","0","0","0"
"10079","Spirit De (Long-range special attack)","0","0","0","0","0","0","0","0","attack","3","100","10","10","0","0","0","0","64","0","6","0","0","0","","18","0","0","4499","0","0","0","0","0"
"10080","High Lizard only (6-cell long-range attack)","0","0","0","0","0","0","0","0","attack","3","40","10","3","0","0","0","0","64","0","6","0","0","0","","18","0","0","4239","0","0","0","0","0"
"10081","Kaz de Dark Ale Knight (Long-range special attack)","0","0","0","0","0","0","0","0","attack","3","10","5","5","0","0","0","0","64","0","6","7","0","0","","18","0","0","5633","0","0","0","0","0"
"10082","Kaz de Dark Ale Knight (Area Special Attack)","0","0","0","0","0","0","0","0","none","3","50","10","10","0","0","0","0","64","0","0","3","0","0","","18","0","0","5643","0","0","0","0","0"
"10083","Brigadier General Dark Judge (Long-range special attack)","0","0","0","0","0","0","0","0","attack","3","50","10","10","0","0","0","0","64","0","6","0","0","0","","18","0","0","4630","0","0","0","0","0"
"10084","Brigadier General Dark Judge (Area Special Attack)","0","0","0","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","3","0","0","","18","0","0","4627","0","0","0","0","0"
"10085","After Kaz de Dark Ale, Meiji (single target magic)","0","0","10","0","0","0","0","0","attack","3","10","5","5","0","0","0","0","64","0","1","0","0","0","","18","5521","0","0","0","0","0","0","0"
"10086","Bloodline Master (Long-range special attack)","0","0","0","0","0","0","0","0","attack","3","10","10","10","0","0","0","0","64","0","8","0","0","0","","1","4673","0","0","0","0","0","0","0"
"10087","Bloodline Master (Area Special Attack)","0","0","0","0","0","0","0","0","none","3","50","10","10","0","0","0","0","64","0","0","7","0","0","","30","4676","0","0","0","0","0","0","0"
"10088","Dark Lord (long-range special attack)","0","0","0","0","0","0","0","0","attack","3","10","10","10","0","0","0","0","64","0","8","0","0","0","","1","4660","0","0","0","0","0","0","0"
"10089","Dark Lord (area special attack)","0","0","0","0","0","0","0","0","none","3","50","10","10","0","0","0","0","64","0","0","7","0","0","","18","4663","0","0","0","0","0","0","0"
"10090","Giant Guard Ant (Asquake)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","1","64","0","0","-1","0","0","","18","0","0","1812","0","0","0","0","0"
"10091","Dark Elementalist (area magic attack)","0","0","20","0","0","0","0","0","none","3","20","10","10","0","0","0","8","64","0","0","6","0","0","","18","3363","0","0","0","0","0","0","0"
"10092","Black Wizard (long-range magic)","0","0","10","0","0","0","0","0","attack","3","100","10","10","0","0","0","0","64","0","6","0","0","0","","18","0","0","3705","0","0","0","0","0"
"10093","Dark Forest (long-range attack)","0","0","0","0","0","0","0","0","attack","3","10","10","3","0","0","0","1","64","0","6","2","0","0","","18","3762","0","0","0","0","0","0","0"
"10094","Deep Flower (long-range attack)","0","0","0","0","0","0","0","0","attack","3","10","10","3","0","0","0","1","64","0","6","0","0","0","","18","0","0","3572","0","0","0","0","0"
"10095","Black Ent (area magic attack)","0","0","0","0","0","0","0","0","none","3","50","10","10","0","0","0","8","64","0","0","2","0","0","","18","0","0","3680","0","0","0","0","0"
"10096","Eva Lead (6-cell long-range special attack)","0","0","0","0","0","0","0","0","attack","3","30","5","5","0","0","0","0","64","0","6","0","0","0","","18","0","0","1606","0","0","0","0","0"
"10097","Eva Lead (8-cell long-range special attack)","0","0","0","0","0","0","0","0","attack","3","50","5","5","0","0","0","0","64","0","8","0","0","0","","18","0","0","1608","0","0","0","0","0"
"10098","Cap (and options)","0","0","10","0","0","0","0","0","attack","3","20","10","6","0","0","0","1","64","0","10","0","0","0","","18","0","0","5847","0","0","0","0","0"
"10099","Giant Worm (Area Magic Attack) Like Papilion","0","0","10","0","0","0","0","0","none","3","50","10","10","0","0","0","8","64","0","0","7","0","0","","18","0","0","5789","0","0","0","0","0"
"10100","Cursed Shrine Maiden Sael (Area Magic Attack)","0","0","10","0","0","0","0","0","attack","3","50","10","10","0","0","0","8","64","0","2","2","0","0","","18","0","0","5449","0","0","0","0","0"
"10101","Kazuparalyze (mob)","0","0","0","0","0","0","5000","10","buff","3","0","0","0","0","8","0","1","4","0","3","0","0","0","$1,456 ","18","0","0","746","0","0","0","0","280"
"10102","Elder Attendant (Clauren Type) (8-cell long-range special attack)","0","0","0","0","0","0","0","0","attack","3","20","5","10","0","0","0","0","64","0","8","0","0","0","","18","5570","0","0","0","0","0","0","0"
"10103","New Director Bounty (Elder Attendant Bounty Type) (8-cell long-range special attack)","0","0","0","0","0","0","0","0","attack","3","20","5","10","0","0","0","0","64","0","8","0","0","0","","18","4840","0","0","0","0","0","0","0"
"10104","Subtitle: President Cassandra (The new director is this earth) (8-cell long-range special attack)","0","0","0","0","0","0","0","0","attack","3","10","10","10","0","0","0","0","64","0","8","0","0","0","","18","0","0","4673","0","0","0","0","0"
"10105","Magic Commander Karmiel (8-cell long-range special attack)","0","0","0","0","0","0","0","0","attack","3","10","10","10","0","0","0","0","64","0","8","0","0","0","","18","0","0","4846","0","0","0","0","0"
"10106","Division Commander New Cree Language (8-cell long-range special attack)","0","0","0","0","0","0","0","0","attack","3","10","10","10","0","0","0","0","64","0","8","0","0","0","","18","0","0","4834","0","0","0","0","0"
"10107","Division Commander New Cree (Weather Strike)","0","0","0","0","0","0","0","0","attack","3","50","15","8","0","0","0","2","64","0","10","3","0","0","","18","0","0","4836","0","0","0","0","0"
"10108","Chancellor Sugudo (8-cell long-range special attack)","0","0","0","0","0","0","0","0","attack","3","30","10","10","0","0","0","0","64","0","8","0","0","0","","18","0","0","5474","0","0","0","0","0"
"10109","Chancellor Sugudo (5-cell range special attack)","0","0","0","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","5","2","0","0","","18","0","0","5476","0","0","0","0","0"
"10110","Supreme Court Justice Ramius (5-cell range special attack)","0","0","0","0","0","0","0","0","none","3","100","10","10","0","0","0","2","64","0","5","2","0","0","","18","0","0","5288","0","0","0","0","0"
"10111","Supreme Court Justice Tiames (8-cell long-range special attack)","0","0","0","0","0","0","0","0","attack","3","30","10","10","0","0","0","2","64","0","8","0","0","0","","18","0","0","5281","0","0","0","0","0"
"10112","Supreme Court Justice Tiames (wide-ranging)","0","0","0","0","0","0","0","0","none","3","50","15","8","0","0","0","2","64","0","0","15","0","0","","18","0","0","5277","0","0","0","0","0"
"10113","Chancellor Idea (8-cell special attack)","0","0","0","0","0","0","0","0","attack","3","30","10","10","0","0","0","0","64","0","8","0","0","0","","18","0","0","5301","0","0","0","0","0"
"10114","Supreme Court Justice Endias (5-cell range special attack)","0","0","0","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","5","2","0","0","","18","0","0","5295","0","0","0","0","0"
"10115","Chancellor Scalpel (7-cell range special attack)","0","0","0","0","0","0","0","0","none","3","80","10","10","0","0","0","0","64","0","7","3","0","0","","18","0","0","5482","0","0","0","0","0"
"10116","Supreme Court Justice Viral (5-cell range special attack)","0","0","0","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","5","2","0","0","","18","0","0","5368","0","0","0","0","0"
"10117","Chancellor Kay (5-cell range special attack)","0","0","0","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","5","2","0","0","","18","0","0","5376","0","0","0","0","0"
"10118","After Kaz de Dark Ale (Area Shock Stun)","0","0","0","0","0","0","0","6","buff","3","0","0","0","50","0","0","0","1","0","5","3","0","0","","19","0","0","4434","0","0","0","0","280"
"10119","Kaz de Dark Ale Fighter (6-cell long-range special attack)","0","0","0","0","0","0","0","0","attack","3","10","5","5","0","0","0","0","64","0","6","3","0","0","","18","0","0","5561","0","0","0","0","0"
"10120","After Kaz de Dark Ale, Meiji (10-cell long-range special attack)","0","0","0","0","0","0","0","0","attack","3","10","5","5","0","0","0","0","64","0","10","0","0","0","","18","0","0","5524","0","0","0","0","0"
"10121","Kaz de Dark Ale Knight (6-cell long-range special attack)","0","0","0","0","0","0","0","0","attack","3","10","5","5","0","0","0","0","64","0","6","0","0","0","","18","0","0","5631","0","0","0","0","0"
"10122","Kaz de Dark Ale Knight (7-cell special area attack)","0","0","0","0","0","0","0","0","attack","3","10","5","5","0","0","0","0","64","0","7","3","0","0","","18","0","0","5637","0","0","0","0","0"
"10123","Kaz de Dark Ale Knight (4-cell range attack)","0","0","0","0","0","0","0","0","none","3","20","5","5","0","0","0","0","64","0","0","3","0","0","","18","0","0","5633","0","0","0","0","0"
"10124","Large (8-cell long-range special attack)","0","0","0","0","0","0","0","0","attack","3","20","10","5","0","0","0","0","64","0","8","0","0","0","","18","0","0","5445","0","0","0","0","0"
"10125","Tepon (5-cell range special attack)","0","0","0","0","0","0","0","0","none","3","20","5","5","0","0","0","0","64","0","0","2","0","0","","18","0","0","5261","0","0","0","0","0"
"10126","Giltas (corporate culture)","0","0","0","0","0","0","0","0","attack","3","250","10","15","0","0","0","0","64","0","15","3","0","0","","25","0","0","5651","0","0","0","0","0"
"10127","Giltas (Asquake)","0","0","0","0","0","0","0","0","none","3","250","10","20","0","0","0","0","64","0","0","15","0","0","","18","0","0","5616","0","0","0","0","0"
"10128","Giltas (Ice Breathing)","0","0","0","0","0","0","0","0","attack","3","250","10","20","0","0","0","0","64","0","6","3","0","0","","12","0","0","5625","0","0","0","0","0"
"10129","Giltas (Solo)","0","0","0","0","0","0","0","0","none","3","250","10","20","0","0","0","0","64","0","0","15","1","0","","19","0","0","5638","0","0","0","0","0"
"10130","Giltas (Blue Barrier)","0","0","0","0","0","0","0","8","none","0","250","10","20","0","0","0","0","2","0","0","5","1","0","","0","0","0","5626","0","0","0","0","0"
"10135","High Lizard only (6-cell long-range special attack)","0","0","4","0","0","0","0","0","attack","3","10","8","5","0","0","0","0","64","0","6","0","0","0","","30","0","0","1606","0","0","0","0","0"
"10209","Drake King","0","0","30","0","0","0","0","0","attack","3","100","20","2","0","0","0","2","64","0","2","4","0","0","","0","0","0","12123","0","0","0","0","0"
"10210","Triple Arrow (Dark Elf)","0","0","15","0","0","0","0","0","attack","3","0","0","0","0","0","0","0","64","0","-1","0","0","8","","18","0","0","0","0","0","0","0","0"
"10499","(Buff) Sael","0","0","0","0","0","0","0","1800","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","7680","0","0","0","0","0"
"10503","Papilion Breath","0","0","100","0","0","0","0","0","attack","3","300","10","0","0","0","0","1","64","0","6","6","0","0","","18","0","0","7877","0","0","0","0","0"
"10504","Papillon screaming","0","0","120","0","0","0","0","0","none","3","500","10","50","0","0","0","1","64","0","15","15","0","0","","19","0","0","7828","0","0","0","0","0"
"10505","Papulion Seizures","0","0","150","0","0","0","0","0","none","3","800","10","80","0","0","0","1","64","0","15","15","0","0","","30","0","0","7874","0","0","0","0","0"
"20001","(Added) Land after blue call lightning","0","0","15","0","0","0","0","0","attack","3","50","5","5","0","0","0","8","64","0","8","0","0","0","","1","0","0","5889","0","0","0","0","0"
"20002","(Added) Irekadom (Electric)","0","0","20","0","0","0","0","0","none","3","60","8","5","0","0","0","8","64","0","3","3","0","0","","18","0","0","1714","0","0","0","0","0"
"20003","(Added) Earth Spirit Guardian Small Earthquake","0","0","5","0","0","0","0","0","attack","3","20","10","3","0","0","0","1","64","0","1","2","0","0","","18","4902","0","0","0","0","0","0","0"
"20004","(Added) Earth Spirit Guardian Earthquake","0","0","5","0","0","0","0","0","attack","3","25","10","3","0","0","0","1","64","0","1","4","0","0","","18","4903","0","0","0","0","0","0","0"
"20005","(Added) Wind Spirit Guardian Small Earthquake","0","0","5","0","0","0","0","0","attack","3","20","10","3","0","0","0","8","64","0","1","2","0","0","","18","4898","0","0","0","0","0","0","0"
"20006","(Added) Wind Spirit Guardian Earthquake","0","0","5","0","0","0","0","0","attack","3","25","10","3","0","0","0","8","64","0","1","4","0","0","","18","4899","0","0","0","0","0","0","0"
"20007","(Added) Water Spirit Guardian Small Earthquake","0","0","5","0","0","0","0","0","attack","3","20","10","3","0","0","0","4","64","0","1","2","0","0","","18","4890","0","0","0","0","0","0","0"
"20008","(Added) Water Spirit Guardian Earthquake","0","0","5","0","0","0","0","0","attack","3","25","10","3","0","0","0","4","64","0","1","4","0","0","","18","4891","0","0","0","0","0","0","0"
"20009","(Added) Black Spirit Guardian Small Earthquake","0","0","5","0","0","0","0","0","attack","3","20","10","3","0","0","0","0","64","0","1","2","0","0","","18","4906","0","0","0","0","0","0","0"
"20010","(Added) Black Spirit Guardian Earthquake","0","0","5","0","0","0","0","0","attack","3","25","10","3","0","0","0","0","64","0","1","4","0","0","","18","4907","0","0","0","0","0","0","0"
"20011","(Added) Fire Spirit Guardian Small Earthquake","0","0","5","0","0","0","0","0","attack","3","20","10","3","0","0","0","2","64","0","1","2","0","0","","18","4894","0","0","0","0","0","0","0"
"20012","(Added) Fire Spirit Guardian Earthquake","0","0","5","0","0","0","0","0","attack","3","25","10","3","0","0","0","2","64","0","1","4","0","0","","18","4895","0","0","0","0","0","0","0"
"20013","(Added) Dark Avenger Poison Release","0","0","5","0","0","0","0","0","attack","3","20","10","5","0","0","0","0","64","0","1","3","0","0","","18","4606","0","0","0","0","0","0","0"
"20014","(Added) Irekadom (Electric)","0","0","20","0","0","0","0","0","none","3","60","8","5","0","0","0","8","64","0","3","3","0","0","","18","1714","0","0","0","0","0","0","0"
"20015","(Added) Rastabud Guard Explosion","0","0","5","0","0","0","0","0","attack","3","40","10","3","0","0","0","0","64","0","1","5","0","0","","18","4611","0","0","0","0","0","0","0"
"20016","(Added) Poison Cloud - Alternative use (1 motion)","0","0","8","0","0","0","0","0","attack","3","20","5","2","0","0","0","0","64","0","3","3","0","0","","1","0","0","1263","0","0","0","0","0"
"20017","(Added) Drake (Fire)","0","0","20","0","0","0","0","0","none","3","70","5","5","0","0","0","2","64","0","3","2","0","0","","30","0","0","2510","0","0","0","0","0"
"20018","(Added) Great Spirit of Water (Water Pillar Magic)","0","0","22","0","0","0","0","0","attack","3","60","10","5","0","0","0","4","64","0","4","2","0","0","","19","0","0","2739","0","0","0","0","0"
"20020","(Added) Bone eel spitting","0","0","5","0","0","0","0","0","attack","3","30","10","2","0","0","0","0","64","0","10","1","0","0","","18","0","0","5408","0","0","0","0","0"
"20021","(Addition) Sarcastic Poisonous Pumugi","0","0","20","0","0","0","0","0","attack","3","50","10","3","0","0","0","0","64","0","5","5","0","0","","18","0","0","5556","0","0","0","0","0"
"20022","(Added) Cursed Dark Elf Wizard (Area Magic)","0","0","20","0","0","0","0","0","none","3","170","10","5","0","0","0","0","64","0","5","5","0","0","","30","0","0","5572","0","0","0","0","0"
"20023","(Added) Kangaroo Nuclear Punch","0","0","15","0","0","0","0","0","attack","3","8","5","3","0","0","0","0","64","0","2","0","0","0","","18","0","0","6327","0","0","0","0","0"
"20024","(Added) Panda Roar","0","0","18","0","0","0","0","0","attack","3","9","5","4","0","0","0","0","64","0","2","0","0","0","","18","0","0","6317","0","0","0","0","0"
"20025","(Added) Gold Dragon Fire Pumugi","0","0","30","0","0","0","0","0","attack","3","11","5","5","0","0","0","2","64","0","2","0","0","0","","18","0","0","6398","0","0","0","0","0"
"20026","(Added) Ice Eruption (Doppelganger Boss - Summon) No. 18 Motion","0","0","20","0","0","0","0","0","attack","3","30","10","3","0","0","0","4","64","0","8","0","0","0","","18","0","0","3685","0","0","0","0","0"
"20027","(Added) Sunburst (Doppelganger Boss - Summon) No. 18 Motion","6","5","32","0","0","0","500","0","attack","3","40","10","5","0","0","0","2","64","0","4","0","0","32","$1,973 ","18","0","0","1811","0","0","0","0","0"
"20030","(Added) Basilisk (Freeze - Virtual Strike Only)","20","4","20","0","0","0","0","0","attack","3","20","5","5","0","0","0","8","64","0","8","0","0","16","","18","0","0","1043","0","0","0","0","280"
"20031","(Added) Cure Poison (Thebe Karbis) 30 times motion","2","0","15","0","0","0","0","0","buff","3","10","5","5","0","20","0","0","2","0","-1","0","0","1","$1,441 ","30","0","0","871","0","0","211","0","280"
"20032","(Added) Extra Heal (Wild Magic), JPEG only?","3","2","15","0","0","0","0","0","none","0","4","8","0","0","0","0","0","16","0","-1","0","0","4","$1,448 ","19","0","0","829","0","0","77","0","280"
"20033","(Added) Mole (Stone Thrower)","0","0","0","0","0","0","0","0","attack","3","25","3","2","0","0","0","1","64","0","4","0","0","0","","30","0","0","3584","0","0","0","0","0"
"20034","(Added) Call Lightning (Elder) 1 motion","0","0","20","0","0","0","0","0","attack","3","30","10","3","0","0","0","8","64","0","10","0","0","0","","1","0","0","10","0","0","0","0","0"
