"mapid","locationname","startX","endX","startY","endY","monster_amount","drop_rate","underwater","markable","teleportable","escapable","resurrection","painwand","penalty","take_pets","recall_pets","usable_item","usable_skill"
"1915","カーツの訓練所6地域","32576","32895","32832","33023","1","1","0","0","0","1","1","1","1","1","1","1","1"
"1920","ヘイストジョン1区","32576","32959","32576","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"1921","ヘイストゾーン2区域","32576","32959","32576","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"1922","ヘイストジョン3エリア","32576","32959","32576","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"1923","ヘイストジョン4エリア","32576","32959","32576","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"1924","ヘイストジョン5区","32576","32959","32576","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"1925","ヘイストジョン6区","32576","32959","32576","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"1926","ヘイストジョン(PC部屋)1区","32576","32959","32576","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"1927","ヘイストジョン(PC部屋)2エリア","32576","32959","32576","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"1928","ヘイストジョン(PC部屋)3区","32576","32959","32576","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"1929","ヘイストジョン(PC部屋)4エリア","32576","32959","32576","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"1930","復帰勇者の訓練所","32448","32831","32832","33151","1","1","0","0","0","1","1","1","1","1","1","1","1"
"1931","夢幻の島：火","32576","32959","32576","32895","1","1","0","0","1","1","1","0","0","1","1","1","1"
"1932","夢幻の島：水","32576","32959","32576","32895","1","1","0","0","1","1","1","0","0","1","1","1","1"
"1935","夢幻の島：中央寺の入り口","32768","32831","32768","32831","1","1","0","0","0","1","1","0","0","1","1","1","1"
"1936","夢幻の島：中央寺","32768","32831","32832","32895","1","1","0","0","0","1","1","0","0","1","1","1","1"
"2000","古代の空間：1階","32704","32959","32704","33023","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2001","古代のスペース：2階","32640","32959","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2002","古代の空間：3階","32704","32959","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2003","古代の空間：4階","32704","32959","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2004","高ラス","32704","32895","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2005","隠された谷(統合)","32512","32895","32704","33087","1","1","0","0","1","1","1","1","1","1","1","1","1"
"2006","メティスの遊び場","32704","32895","32768","32959","1","1","0","0","0","1","1","0","1","0","0","1","1"
"2007","思い出のスライム","32512","32703","32640","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2008","メティスの遊び場第2区域","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2009","メティスの遊び場第3区域","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2010","嵐修練地域","32576","33087","32512","32831","1","1","0","1","1","1","1","1","1","1","1","1","1"
"2011","嵐修練地域(初心者ゾーン)","32576","33087","32512","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2012","嵐修練地域(初心者ゾーン)","32576","33087","32512","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2013","嵐修練地域(初心者ゾーン)","32576","33087","32512","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2014","嵐修練地域(初心者ゾーン)","32576","33087","32512","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2100","氷の女王の城の入り口","32768","32831","32768","32831","1","1","0","0","0","1","1","1","0","0","0","1","1"
"2101","氷の女王の城","32704","32895","32768","32959","1","1","0","0","0","1","1","1","0","0","0","1","1"
"2151","氷の女王の城","32704","32895","32768","32959","1","1","0","0","0","1","1","1","0","0","0","1","1"
"2201","神秘的な水晶の洞窟1階","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2202","神秘的な水晶の洞窟2階","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2203","神秘的な水晶の洞窟3階","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2210","ヴァラカス巣","32640","32831","32704","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2225","修練ケイブ1階(初心者ゾーン)","32704","32895","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2226","修練ケイブ2階(初心者ゾーン)","32704","32895","32640","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2227","修練ケイブ3階(初心者ゾーン)","32640","32895","32704","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2228","修練ケイブ4階(初心者ゾーン)","32640","32895","32704","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2236","サーバーられるのアジト","32704","32767","32832","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2301","黒の騎士団陣営1","32704","32831","32768","33151","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2600","火竜の聖域","32512","32959","32704","33087","1","1","0","0","0","1","1","1","1","1","1","1","1"
"2699","火竜の聖域","32576","32703","33024","33087","1","1","0","0","0","1","1","1","1","1","1","1","1"
"4941","KR_EVENT(マップがない)","32768","32895","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"4995","名前なし(アジト地下形状)","32768","32831","32768","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"4996","名前なし(アジト地下形状)","32768","32831","32768","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"4997","名前なし(アジト地下形状)","32768","32831","32768","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"4998","名前なし(アジト地下形状)","32768","32831","32768","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"4999","名前なし(アジト地下形状)","32768","32831","32768","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5000","名前なし(アジト地下形状)","32768","32831","32768","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5001","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5002","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5003","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5004","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5005","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5006","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5007","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5008","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5009","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5010","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5011","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5012","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5013","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5014","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5015","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5016","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5017","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5018","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5019","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5020","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5021","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5022","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5023","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5024","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5025","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5026","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5027","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5028","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5029","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5030","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5031","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5032","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5033","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5034","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5035","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5036","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5037","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5038","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5039","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5040","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5041","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5042","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5043","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5044","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5045","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5046","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5047","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5048","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5049","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5050","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5051","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5052","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5053","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5054","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5055","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5056","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5057","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5058","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5059","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5060","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5061","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5062","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5063","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5064","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5065","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5066","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5067","アデン地下アジト","32704","32831","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5068","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5069","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5070","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5071","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5072","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5073","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5074","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5075","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5076","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5077","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5078","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5079","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5080","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5081","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5082","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5083","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5084","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5085","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5086","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5087","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5088","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5089","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5090","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5091","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5092","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5093","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5094","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5095","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5096","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5097","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5098","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5099","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5100","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5101","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5102","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5103","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5104","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5105","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5106","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5107","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5108","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5109","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5110","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5111","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5112","ギラン地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5113","ハイネ地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5114","ハイネ地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5115","ハイネ地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5116","ハイネ地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5117","ハイネ地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5118","ハイネ地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5119","ハイネ地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5120","ハイネ地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5121","ハイネ地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5122","ハイネ地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5123","ハイネ地下アジト","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5124","釣り場","32768","32831","32768","32831","1","1","0","0","0","0","1","0","1","1","1","1","1"
"5125","ペットマッチ対戦枚","32768","32831","32832","32895","1","1","0","0","0","1","1","1","1","1","1","0","0"
"5131","ペットマッチ対戦章(マップがない)","32768","32831","32832","32895","1","1","0","0","0","1","1","1","1","1","1","0","0"
"5132","ペットマッチ対戦章(マップがない)","32768","32831","32832","32895","1","1","0","0","0","1","1","1","1","1","1","0","0"
"5133","ペットマッチ対戦章(マップがない)","32768","32831","32832","32895","1","1","0","0","0","1","1","1","1","1","1","0","0"
"5134","ペットマッチ対戦章(マップがない)","32768","32831","32832","32895","1","1","0","0","0","1","1","1","1","1","1","0","0"
"5140","お化け屋敷","32704","32895","32768","32895","1","1","0","0","0","1","1","1","1","1","1","0","0"
"5141","名前なし(地下ダンジョンのように生ずる)","32640","32959","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5142","名前なし(地下ダンジョンのように生ずる)","32640","32959","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5143","ペットレーシング場","32704","32831","32768","32895","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5144","ペットレーシング場","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5145","ペットレーシング場","32704","32831","32768","32895","1","1","0","0","1","1","1","1","1","1","1","1","1"
"5153","デスマッチ章","32576","32703","32832","32959","0","0","0","0","0","0","0","0","0","0","0","1","1"
"5166","回想の地","32704","32831","32768","32895","1","1","0","0","0","0","0","0","0","0","0","0","0"
"5167","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5168","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5169","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5170","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5171","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5172","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5173","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5174","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5175","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5176","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5177","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5178","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5179","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5180","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5181","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5182","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5183","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5184","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5185","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5186","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5187","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5188","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5189","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5190","悪魔王の領土","32512","32767","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5191","象牙の塔の地下倉庫","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5192","象牙の塔の地下倉庫","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5193","象牙の塔の地下倉庫","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5194","象牙の塔の地下倉庫","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5195","象牙の塔の地下倉庫","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5196","象牙の塔の地下倉庫","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5197","象牙の塔の地下倉庫","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5198","象牙の塔の地下倉庫","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5199","象牙の塔の地下倉庫","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5200","傲慢の塔地下","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5300","釣り場","32640","32895","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5301","釣り場","32640","32895","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5302","釣り場","32640","32895","32704","32959","1","1","0","0","0","0","1","0","1","1","1","1","0"
"5303","亀裂の洞窟","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5384","亀裂の洞窟","32704","32895","32640","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5435","亀裂の洞窟","32704","32959","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5490","リニューアル釣り","32640","32895","32704","32959","0","0","0","0","1","1","1","0","1","0","0","1","1"
"5501","魔女たちの遊び場1番地","32704","32959","32832","33087","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5551","するパス校本拠地","32704","32959","32832","33087","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5554","屋外結婚式場","32640","32895","32704","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5555","水晶の洞窟(PC)","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5556","コロシアム(PC)","33472","33599","32640","32767","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5557","コロシアム(ギラン1)","33472","33599","32640","32767","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5558","コロシアム(ギラン2)","33472","33599","32640","32767","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5559","コロシアム(ギラン3)","33472","33599","32640","32767","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5560","コロシアム(ギラン4)","33472","33599","32640","32767","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5561","コロシアム(ギラン5)","33472","33599","32640","32767","1","1","0","0","0","1","1","1","1","1","1","1","1"
"5701","歌う島(台湾のイベント)(マップがない)","32576","33023","32512","32959","1","1","0","0","1","1","1","1","1","1","1","1","1"
"5801","隠された谷(台湾のイベント)(マップがない)","32512","32831","32704","33023","1","1","0","0","1","1","1","1","1","1","1","1","1"
"5802","隠された谷(台湾のイベント)(マップがない)","32512","32831","32704","33023","1","1","0","0","1","1","1","1","1","1","1","1","1"
"5803","隠された谷(台湾のイベント)(マップがない)","32512","32831","32704","33023","1","1","0","0","1","1","1","1","1","1","1","1","1"
"5804","隠された谷(台湾のイベント)(マップがない)","32512","32831","32704","33023","1","1","0","0","1","1","1","1","1","1","1","1","1"
"5805","隠された谷(台湾のイベント)(マップがない)","32512","32831","32704","33023","1","1","0","0","0","1","1","1","1","1","1","1","1"
"6041","アンタラスの洞窟(一般)","32768","32895","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"6201","アンタラスの洞窟(一般)","32768","33151","32768","33151","1","1","0","0","0","1","1","1","1","1","1","1","1"
"6202","アンタラスの洞窟(一般)","32768","33151","32768","33151","1","1","0","0","0","1","1","1","1","1","1","1","1"
"6203","アンタラスの洞窟(一般)","32768","33151","32768","33151","1","1","0","0","0","1","1","1","1","1","1","1","1"
"6400","アンタラスの洞窟(一般)","32576","32831","32768","33023","1","1","0","0","0","1","1","1","1","1","1","1","1"
"6430","アンタラスの洞窟(一般)","32576","32831","32768","33023","1","1","0","0","0","1","1","1","1","1","1","1","1"
"7000","イベントの森(日本イベント)(マップがない)","32640","32959","32576","32895","1","1","0","0","1","1","1","1","1","1","1","1","1"
"7001","地獄(日本のイベント)(マップがない)","32640","32831","32704","32895","1","1","0","0","1","1","1","1","1","1","1","1","1"
"7002","影の神殿(日本イベント)(マップがない)","32512","32767","32512","32767","1","1","0","0","1","1","1","1","1","1","1","1","1"
