"item_id","name","type","acctype","grade","material","weight","invgfx","grdgfx","itemdesc_id","ac","safenchant","use_royal","use_knight","use_mage","use_elf","use_darkelf","use_dragonknight","use_blackwizard","use_warrior","add_str","add_con","add_dex","add_int","add_wis","add_cha","add_hp","add_mp","add_hpr","add_mpr","add_sp","min_lvl","max_lvl","m_def","haste_item","damage_reduction","weight_reduction","hit_rate","dmg_rate","bow_hit_rate","bow_dmg_rate","bless","trade","cant_delete","max_use_time","defense_water","defense_wind","defense_fire","defense_earth","regist_stun","regist_stone","regist_sleep","regist_freeze","regist_sustain","regist_blind","regist_DESPERADO","PVPcalcPcDefense","PVPweaponTotalDamage","MainId","MainId2","MainId3","Set_Id","Magic_name","ignore_reduction_by_armor"
"21014","Spirit Earrings","earring","12","0","bone","3000","2317","3963","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21015","Wisdom Earrings","earring","12","0","bone","3000","2174","3963","2056","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21016","Truth Earrings","earring","12","0","bone","3000","2174","3963","2057","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","20","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21017","Domination Earrings","earring","12","0","bone","3000","2174","3963","2058","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","30","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21018","Helio Charm","earring","0","-1","gemstone","1000","2131","5255","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21019","Purifying Earrings","earring","12","2","gold","15000","2030","3963","1815","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20423","20424","20425","0",,"0"
"21020","Dancing Earrings","earring","12","2","bone","15000","1982","5040","1724","-1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21021","Twin earrings","earring","12","1","bone","15000","1983","5040","1725","-2","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","46","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21022","Friendship Earrings","earring","12","0","bone","15000","1984","5040","1726","-3","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","47","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21023","The ultimate earrings","earring","12","0","bone","15000","1985","5040","1727","-3","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","25","10","0","0","0","48","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21024","Runaway Earrings","earring","12","0","bone","15000","1986","5040","1728","-3","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","50","20","0","0","0","49","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21025","Familiar Earrings","earring","12","0","bone","15000","1987","5040","1729","-3","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","50","20","0","0","0","50","0","0","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21026","Bloodline Earrings","earring","12","0","bone","15000","1988","5040","1730","-3","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","50","20","0","0","0","51","0","0","0","0","300","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21027","Slave's Earrings","earring","12","0","bone","15000","1981","5039","1731","-3","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","50","20","0","0","0","52","0","0","0","0","750","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21028"," Strength T-shirt","T","0","-1","cloth","10000","2689","24","0","0","4","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21029","Agility T-shirt by ","T","0","-1","cloth","10000","2691","24","0","0","4","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21030"," charm T-shirt","T","0","-1","cloth","10000","2686","24","0","0","4","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21031"," Intelligence T-shirt","T","0","-1","cloth","10000","2690","24","0","0","4","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21032"," Life T-shirt","T","0","-1","cloth","10000","2688","24","0","0","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21033","Magical T-shirt by ","T","0","-1","cloth","10000","2685","24","0","0","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21034","Rabbit Ring","ring","0","-1","bone","1000","1865","4687","0","-2","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21035","Illusion Helmet","helm","0","-1","silver","5000","1641","4244","0","-4","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21036","Illusion Shirt","T","0","-1","steel","5000","1822","3830","0","-2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21037","Illusion Shield","shield","0","-1","silver","5000","1660","3174","0","-4","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21038","Illusion Boots","boots","0","-1","silver","5000","1639","4242","0","-4","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21039","Scorching Circlet","helm","0","-1","iron","5000","969","18","0","-3","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21040","Scorching Shield","shield","0","-1","iron","50000","1660","3174","0","-7","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21041","Scorching Boots","boots","0","-1","iron","50000","1669","4270","0","-7","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21042","Scorching Gloves","glove","0","-1","iron","50000","1665","4268","0","-6","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21043","Ironclad Amulet","amulet","0","-1","gemstone","10000","1187","3158","0","-2","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21044","Heji's Amulet","amulet","0","-1","gemstone","10000","1190","3161","0","-2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21045","Secret Amulet","amulet","0","-1","gemstone","10000","1188","3159","0","-2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","10","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21046","Talisman of Desperation","amulet","0","-1","gemstone","10000","1192","3163","0","-2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21047","Lucky Coin","ring","0","-1","gold","20000","976","21","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21048","Repaired ring","ring","9","1","iron","5000","2668","6363","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21050","0","0","128",,"0"
"21049","Repaired earrings","earring","12","2","iron","5000","2664","6361","0","-1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21050","0","0","128",,"0"
"21050","Repaired necklace","amulet","8","1","iron","5000","2666","6362","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21050","0","0","128",,"0"
"21051","Wet Helm","helm","0","-1","iron","40000","2625","6357","2811","-2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21051","21051","21051","45",,"0"
"21052","Wet Cloak","cloak","0","-1","cloth","30000","2621","6356","2812","-2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","12","12","0","0","0","35","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21053","Wet Armor","armor","0","-1","iron","100000","2620","6355","2813","-4","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21054","Wet gloves","glove","0","-1","iron","60000","2624","6359","2814","-1","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21055","Wet boots","boots","0","-1","iron","40000","2623","6358","2815","-2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21056","Wet Shield","shield","0","-1","iron","60000","2622","6360","2816","-2","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21057","Training Knight's Cloak","cloak","0","-1","leather","10000","2551","6128","2600","-1","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21058","Training Knight's Cloak","cloak","0","-1","leather","10000","2552","6127","2600","-2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21059","Poison Serpent Cloak","cloak","0","-1","leather","10000","2562","6126","2601","-4","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","10","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21060","Solid Pumpkin Armor","armor","0","-1","wood","200000","3235","6402","2792","-6","6","1","1","1","1","1","1","1","1","0","0","0","0","0","0","10","31","6","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0",,"0"
"21061","The most set of ghosts of men","T","0","-1","cloth","10000","1053","2896","0","0","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21062","Female ghosts most set","T","0","-1","cloth","10000","69","3822","0","0","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21063","Men's swimwear: briefs","T","0","-1","cloth","5000","3060","24","0","0","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21064","Men's swimwear: trunks","T","0","-1","cloth","5000","3058","24","0","0","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21065","Women's swimwear: one-piece","T","0","-1","cloth","5000","3062","24","0","0","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21066","Women's Swimwear Bikini","T","0","-1","cloth","5000","3064","24","0","0","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21067","Halloween Pumpkin Armor","armor","0","-1","wood","200000","2653","6402","2792","-6","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","10","10","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0",,"0"
"21068","Ultimate Halloween Armor","armor","0","-1","wood","200000","3235","6402","6031","-6","6","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0",,"0"
"21069","Belt of Rebirth","belt","0","-1","blackmithril","40000","2904","1165","0","-1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","12","12","0","0","0","0","0","3","0","0","300","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21070","Belt of Rebirth","belt","0","-1","blackmithril","40000","2905","1165","0","-1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","12","12","0","0","0","0","0","3","0","0","300","0","0","0","0","1","0","0","0","-10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21071","Amulet of Rebirth","belt","0","-1","blackmithril","40000","2906","1165","0","-1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","12","12","0","0","0","0","0","3","0","0","300","0","0","0","0","1","0","0","0","0","-10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21072","Fellowship Earrings","belt","0","-1","blackmithril","40000","2907","1165","0","-1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","12","12","0","0","0","0","0","3","0","0","300","0","0","0","0","1","0","0","0","0","0","-10","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21073","Belt of Rebirth","belt","0","-1","blackmithril","40000","2908","1165","0","-1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","12","12","0","0","0","0","0","3","0","0","300","0","0","0","0","1","0","0","0","0","0","0","-10","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21074","Fellowship Earrings","earring","0","-1","gemstone","5000","3237","3963","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21075","Fellowship Earrings","earring","0","-1","gemstone","5000","3242","3963","0","-1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","300","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21076","Fellowship Earrings","earring","0","-1","gemstone","5000","3239","3963","0","-1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","300","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21077","Fellowship Earrings","earring","0","-1","gemstone","5000","3240","3963","0","-1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","10","5","0","0","0","0","0","0","0","0","300","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21078","Fellowship Earrings","earring","0","-1","gemstone","5000","3250","3963","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","20","0","0","0","0","0","0","2","0","0","300","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21079","Fellowship Earrings","earring","0","-1","gemstone","5000","3246","3963","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","10","0","0","0","0","0","2","0","0","300","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21080","Fellowship Earrings","earring","0","-1","gemstone","5000","3248","3963","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","10","5","0","0","0","0","0","2","0","0","300","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21081","Ice Queen Earrings","earring","12","2","gemstone","5000","2132","5785","3055","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21082","Ice Queen Earrings","earring","12","2","gemstone","5000","2133","5785","3055","0","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21083","Ice Queen Earrings","earring","12","2","gemstone","5000","2134","5785","3055","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","10","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21084","Ice Queen Earrings","earring","12","1","gemstone","5000","2135","5785","3055","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","15","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21085","Ice Queen Earrings","earring","12","1","gemstone","5000","2136","5785","3055","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","15","5","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21086","Ice Queen Earrings","earring","12","1","gemstone","5000","2137","5785","3055","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","15","10","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21087","Ice Queen Earrings","earring","12","1","gemstone","5000","2138","5785","3055","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","15","10","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21088","Ice Queen Earrings","earring","12","0","gemstone","5000","2139","5785","3055","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","20","10","2","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21089","Ice Queen Earrings","earring","0","-1","gemstone","5000","2140","5785","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","20","10","2","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21090","Ice Queen Earrings","earring","0","-1","gemstone","5000","2140","5785","0","0","0","1","1","1","1","1","1","1","1","0","0","1","0","0","0","20","10","2","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21091","Ice Queen Earrings","earring","0","-1","gemstone","5000","2140","5785","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","1","0","20","10","2","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21093","Wet cap","helm","0","-1","iron","20000","3609","6357","4066","-1","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21094","Wet hood","helm","0","-1","iron","20000","3610","6357","4067","-1","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"21095","Arnold's Gloves","glove","0","-1","leather","60000","7207","14022","16401","-3","6","1","1","1","1","1","1","1","1","2","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22000","Ancient Archer's Guard","garder","0","-1","blackmithril","30000","3230","7045","3616","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","80","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22001","Dragon Scale Guard","garder","0","-1","bone","30000","3024","6947","3220","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22002","Crystal Guard","garder","0","-1","bone","30000","3041","6951","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22003","Ancient Warrior's Guard","garder","0","-1","blackmithril","30000","3231","7046","3617","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","5","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22004","Dragon Knight's Cloak","cloak","0","-1","cloth","18000","3023","6942","0","-1","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22005","Shilen's Cloak","cloak","0","-1","cloth","10000","3004","6965","0","-1","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","20","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22006","Illusionist's Spellbook","shield","0","-1","paper","30000","3006","6964","0","-2","6","0","0","0","0","0","0","1","0","0","0","0","0","1","0","20","20","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22007","Theban Osiris Belt","belt","10","1","gold","50000","3045","6955","3267","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","10","0","2","0","0","0","0","0","0","750","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22008","Demon King's Ring","ring","9","0","gold","5000","7762","6960","3268","0","0","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22009","Ring of Spirit","ring","9","0","gold","5000","7760","6954","3269","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22010","Aden's Guard's Transformation Turban","helm","0","-1","cloth","20000","2517","18","0","0","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22011","Black Wizard Transformation Turban","helm","0","-1","cloth","20000","2517","18","0","0","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
