"id","location","count","npc_templateid","locx","locy","randomx","randomy","heading","respawn_delay","mapid","movement_distance"
"1506","Miner Ohm","1","70913","32724","32848","0","0","0","0","330","0"
"1507","Miner Ohm","1","71132","32719","32855","0","0","7","0","330","0"
"1508","Miner Ohm","1","70912","32720","32860","0","0","5","0","330","0"
"1509","Elder Ohm","1","70925","32812","32803","0","0","4","0","310","0"
"1510","Runaway Ohm","1","71151","32804","32810","0","0","6","0","310","0"
"1511","Runaway Ohm","1","71155","32805","32814","0","0","3","0","310","0"
"1512","Runaway Ohm","1","71153","32811","32813","0","0","6","0","310","0"
"1513","Runaway Ohm","1","71154","32802","32827","0","0","7","0","310","0"
"1514","Runaway Ohm","1","71152","32788","32822","0","0","4","0","310","0"
"1515","Runaway Ohm","1","71148","32784","32801","0","0","0","0","310","0"
"1516","Runaway Ohm","1","71149","32795","32808","0","0","2","0","310","0"
"1517","Runaway Ohm","1","71150","32802","32804","0","0","4","0","310","0"
"1518","Tristan","1","70928","32836","32923","0","0","3","0","320","0"
"1519","Pet Manager Ally","1","71124","32780","32933","0","0","2","0","320","0"
"1520","Alfred, Armor Merchant","1","71196","32806","32890","0","0","4","0","320","0"
"1521","General Goods Merchant Emmaelt","1","70092","32791","32889","0","0","4","0","320","0"
"1522","Smither","1","70919","32826","32900","0","0","5","0","320","0"
"1523","Lance","1","71164","32831","32897","0","0","5","0","320","0"
"1524","Jestine","1","71165","32805","32920","0","0","2","0","320","0"
"1526","Integrated Warehouse Keeper Tiggs","1","60036","32809","32911","0","0","6","0","320","0"
"1527","Teleporter Daniel","1","50079","32813","32917","0","0","4","0","320","0"
"1528","Ledin","1","70916","32804","32916","0","0","5","0","320","0"
"1529","Becky","1","71191","32809","32906","0","0","4","0","320","0"
"1530","Blacksmith Darf Gardin","1","71166","32839","32898","0","0","5","0","320","0"
"1531","Lubo","1","71123","32797","32947","0","0","2","0","320","0"
"1532","Janstin","1","71163","32828","32932","0","0","0","0","320","0"
"1533","Winston","1","71195","32784","32920","0","0","2","0","320","0"
"1534","Camel","1","71192","32758","32971","0","0","4","0","320","0"
"1535","Chase","1","71193","32843","32908","0","0","6","0","320","0"
"1536","Aurora","1","71194","32820","32891","0","0","4","0","320","0"
"1537","Pesco","1","71122","32810","32932","0","0","5","0","320","0"
"1538","Jericho","1","71190","32804","32932","0","0","6","0","320","0"
"1539","Blacksmith Flim","1","71167","32865","32895","0","0","5","0","320","0"
"1540","Burns","1","70917","32857","32923","0","0","6","0","320","0"
"1541","Item Crafter Hagutin","1","81113","32874","32911","0","0","6","0","320","0"
"1542","Blacksmith Adelrio","1","71125","32836","32886","0","0","6","0","320","0"
"1543","scarecrow","0","45001","33130","33316","0","0","4","0","4","0"
"1544","scarecrow","0","45001","33134","33316","0","0","4","0","4","0"
"1545","scarecrow","0","45001","33138","33316","0","0","4","0","4","0"
"1546","scarecrow","0","45001","33142","33316","0","0","4","0","4","0"
"1551","scarecrow","0","45001","33130","33324","0","0","4","0","4","0"
"1552","scarecrow","0","45001","33134","33324","0","0","4","0","4","0"
"1553","scarecrow","0","45001","33138","33324","0","0","4","0","4","0"
"1554","scarecrow","0","45001","33142","33324","0","0","4","0","4","0"
"1559","scarecrow","0","45001","33102","33314","0","0","4","0","4","0"
"1561","scarecrow","0","45001","33102","33322","0","0","4","0","4","0"
"1563","scarecrow","0","45001","33106","33318","0","0","4","0","4","0"
"1565","scarecrow","0","45001","33106","33326","0","0","4","0","4","0"
"1567","scarecrow","0","45001","33110","33322","0","0","4","0","4","0"
"1569","scarecrow","0","45001","33114","33318","0","0","4","0","4","0"
"1571","Bound soul","0","45004","32789","32821","0","0","1","0","304","0"
"1572","Bound soul","0","45004","32792","32821","0","0","1","0","304","0"
"1573","Bound soul","0","45004","32795","32821","0","0","1","0","304","0"
"1574","Bound soul","0","45004","32798","32821","0","0","1","0","304","0"
"1575","Bound soul","0","45004","32790","32810","0","0","1","0","304","0"
"1576","Bound soul","0","45004","32793","32810","0","0","1","0","304","0"
"1577","Bound soul","0","45004","32796","32810","0","0","1","0","304","0"
"1578","Bound soul","0","45004","32799","32810","0","0","1","0","304","0"
"1579","Bound soul","0","45004","32802","32810","0","0","1","0","304","0"
"1580","This brake","1","81177","32703","32801","0","0","0","0","3","0"
"1581","This brake","1","81177","32711","32791","0","0","0","0","3","0"
"1582","This brake","1","81177","32711","32795","0","0","0","0","3","0"
"1583","This brake","1","81177","32668","32804","0","0","0","0","3","0"
"1584","This brake","1","81177","32668","32810","0","0","0","0","3","0"
"1585","This brake","1","81177","32695","32791","0","0","0","0","3","0"
"1586","This brake","1","81177","32695","32795","0","0","0","0","3","0"
"1587","This brake","1","81177","32691","32801","0","0","0","0","3","0"
"1588","This brake","1","81177","32666","32803","0","0","0","0","1","0"
"1589","This brake","1","81177","32670","32803","0","0","0","0","1","0"
"1590","This brake","1","81177","32736","32784","0","0","0","0","1","0"
"1591","This brake","1","81177","32662","32790","0","0","0","0","2","0"
"1592","This brake","1","81177","32667","32790","0","0","0","0","2","0"
"1593","This brake","1","81177","32667","32803","0","0","0","0","2","0"
"1594","This brake","1","81177","32662","32803","0","0","0","0","2","0"
"1595","This brake","1","81177","32663","32846","0","0","0","0","2","0"
"1596","This brake","1","81177","32668","32846","0","0","0","0","2","0"
"1597","This brake","1","81177","32673","32846","0","0","0","0","2","0"
"1598","This brake","1","81177","32782","32844","0","0","0","0","2","0"
"1599","This brake","1","81177","32782","32848","0","0","0","0","2","0"
"1600","This brake","1","81177","32769","32844","0","0","0","0","2","0"
"1601","This brake","1","81177","32769","32848","0","0","0","0","2","0"
"1602","This brake","1","81177","32746","32845","0","0","0","0","2","0"
"1603","This brake","1","81177","32746","32850","0","0","0","0","2","0"
"1604","This brake","1","81177","32717","32843","0","0","0","0","2","0"
"1605","This brake","1","81177","32717","32850","0","0","0","0","2","0"
"1606","This brake","1","81177","32710","32858","0","0","0","0","2","0"
"1607","This brake","1","81177","32703","32858","0","0","0","0","2","0"
"1608","This brake","1","81177","32696","32850","0","0","0","0","2","0"
"1609","This brake","1","81177","32696","32843","0","0","0","0","2","0"
"1610","This brake","1","81177","32703","32836","0","0","0","0","2","0"
"1611","This brake","1","81177","32711","32836","0","0","0","0","2","0"
"1612","This brake","1","81177","32795","32824","0","0","0","0","2","0"
"1613","This brake","1","81177","32795","32828","0","0","0","0","2","0"
"1614"," ","1","81179","32743","32792","0","0","0","0","82","0"
"1615"," ","1","81179","32732","32818","0","0","0","0","82","0"
"1616"," ","1","81179","32693","32814","0","0","0","0","82","0"
"1617"," ","1","81179","32677","32796","0","0","0","0","82","0"
"1618"," ","1","81179","32672","32830","0","0","0","0","82","0"
"1619"," ","1","81179","32670","32869","0","0","0","0","82","0"
"1620"," ","1","81179","32692","32845","0","0","0","0","82","0"
"1621"," ","1","81179","32725","32844","0","0","0","0","82","0"
"1622"," ","1","81179","32886","32770","0","0","0","0","78","0"
"1623"," ","1","81179","32902","32770","0","0","0","0","78","0"
"1624"," ","1","81179","32876","32791","0","0","0","0","78","0"
"1625"," ","1","81179","32903","32743","0","0","0","0","78","0"
"1626"," ","1","81179","32904","32791","0","0","0","0","78","0"
"1627"," ","1","81179","32743","32807","0","0","0","0","79","0"
"1628"," ","1","81179","32755","32807","0","0","0","0","79","0"
"1629"," ","1","81179","32762","32833","0","0","0","0","79","0"
"1630"," ","1","81179","32741","32848","0","0","0","0","79","0"
"1631"," ","1","81179","32774","32826","0","0","0","0","79","0"
"1632"," ","1","81179","32783","32826","0","0","0","0","79","0"
"1633"," ","1","81179","32795","32820","0","0","0","0","79","0"
"1634"," ","1","81179","32788","32800","0","0","0","0","79","0"
"1635"," ","1","81179","32796","32835","0","0","0","0","79","0"
"1636"," ","1","81179","32789","32866","0","0","0","0","79","0"
"1637"," ","1","81179","32753","32804","0","0","0","0","80","0"
"1638"," ","1","81179","32741","32804","0","0","0","0","80","0"
"1639"," ","1","81179","32736","32814","0","0","0","0","80","0"
"1640"," ","1","81179","32728","32814","0","0","0","0","80","0"
"1641"," ","1","81179","32750","32828","0","0","0","0","80","0"
"1642"," ","1","81179","32761","32819","0","0","0","0","80","0"
"1643"," ","1","81179","32771","32819","0","0","0","0","80","0"
"1644"," ","1","81179","32750","32836","0","0","0","0","80","0"
"1645"," ","1","81179","32733","32833","0","0","0","0","80","0"
"1646"," ","1","81179","32767","32843","0","0","0","0","80","0"
"1647"," ","1","81179","32779","32843","0","0","0","0","80","0"
"1648"," ","1","81179","32801","32820","0","0","0","0","80","0"
"1649"," ","1","81179","32784","32812","0","0","0","0","80","0"
"1650"," ","1","81179","32773","32840","0","0","0","0","81","0"
"1651"," ","1","81179","32773","32851","0","0","0","0","81","0"
"1652"," ","1","81179","32765","32858","0","0","0","0","81","0"
"1653"," ","1","81179","32778","32812","0","0","0","0","81","0"
"1654"," ","1","81179","32756","32811","0","0","0","0","81","0"
"1655"," ","1","81179","32751","32811","0","0","0","0","81","0"
"1656"," ","1","81179","32760","32834","0","0","0","0","81","0"
"1657"," ","1","81179","32732","32834","0","0","0","0","81","0"
"1658"," ","1","81179","32738","32804","0","0","0","0","81","0"
"1659"," ","1","81179","32750","32792","0","0","0","0","81","0"
"1660"," ","1","81179","32762","32792","0","0","0","0","81","0"
"1661"," ","1","81179","32745","32839","0","0","0","0","81","0"
"1662"," ","1","81179","32739","32847","0","0","0","0","81","0"
"1663","This brake","1","81177","32810","32733","0","0","0","0","53","0"
"1664","This brake","1","81177","32810","32728","0","0","0","0","53","0"
"1665","This brake","1","81177","32810","32797","0","0","0","0","54","0"
"1666","This brake","1","81177","32810","32791","0","0","0","0","54","0"
"1667","This brake","1","81177","32732","32728","0","0","0","0","55","0"
"1668","This brake","1","81177","32738","32728","0","0","0","0","55","0"
"1669","This brake","1","81177","32771","32731","0","0","0","0","56","0"
"1670","This brake","1","81177","32766","32731","0","0","0","0","56","0"
"1671","This brake","1","81177","32793","32748","0","0","0","0","9","0"
"1672","This brake","1","81177","32796","32751","0","0","0","0","9","0"
"1673","This brake","1","81177","32804","32731","0","0","0","0","8","0"
"1674","This brake","1","81177","32807","32734","0","0","0","0","8","0"
"1675","This brake","1","81177","32773","32761","0","0","0","0","8","0"
"1676","This brake","1","81177","32767","32761","0","0","0","0","8","0"
"1677","This brake","1","81177","32773","32768","0","0","0","0","8","0"
"1678","This brake","1","81177","32766","32768","0","0","0","0","8","0"
"1679","This brake","1","81177","32748","32798","0","0","0","0","8","0"
"1680","This brake","1","81177","32751","32798","0","0","0","0","8","0"
"1681","This brake","1","81177","32750","32735","0","0","0","0","8","0"
"1682","This brake","1","81177","32747","32735","0","0","0","0","8","0"
"1683","This brake","1","81177","32772","32731","0","0","0","0","8","0"
"1684","This brake","1","81177","32777","32731","0","0","0","0","8","0"
"1685","This brake","1","81177","32734","32729","0","0","0","0","8","0"
"1686","This brake","1","81177","32733","32783","0","0","0","0","7","0"
"1687","This brake","1","81177","32729","32783","0","0","0","0","7","0"
"1688","This brake","1","81177","32739","32759","0","0","0","0","7","0"
"1689","This brake","1","81177","32735","32759","0","0","0","0","7","0"
"1690","This brake","1","81177","32790","32763","0","0","0","0","7","0"
"1691","This brake","1","81177","32797","32763","0","0","0","0","7","0"
"1692","This brake","1","81177","32790","32773","0","0","0","0","7","0"
"1693","This brake","1","81177","32797","32773","0","0","0","0","7","0"
"1694","This brake","1","81177","32732","32732","0","0","0","0","7","0"
"1695","This brake","1","81177","32810","32725","0","0","0","0","7","0"
"1696","This brake","1","81177","32813","32725","0","0","0","0","7","0"
"1697","This brake","1","81177","32720","32799","0","0","0","0","9","0"
"1698","This brake","1","81177","32719","32776","0","0","0","0","9","0"
"1699","This brake","1","81177","32788","32788","0","0","0","0","9","0"
"1700","This brake","1","81177","32785","32785","0","0","0","0","9","0"
"1701","This brake","1","81177","32799","32785","0","0","0","0","9","0"
"1702","This brake","1","81177","32802","32788","0","0","0","0","9","0"
"1703","This brake","1","81177","32780","32766","0","0","0","0","9","0"
"1704","This brake","1","81177","32783","32769","0","0","0","0","9","0"
"1705","This brake","1","81177","32762","32792","0","0","0","0","9","0"
"1706","This brake","1","81177","32760","32791","0","0","0","0","9","0"
"1707","This brake","1","81177","32719","32787","0","0","0","0","9","0"
"1708","This brake","1","81177","32761","32774","0","0","0","0","10","0"
"1709","This brake","1","81177","32765","32774","0","0","0","0","10","0"
"1710","This brake","1","81177","32769","32753","0","0","0","0","10","0"
"1711","This brake","1","81177","32765","32753","0","0","0","0","10","0"
"1712","This brake","1","81177","32743","32749","0","0","0","0","10","0"
"1713","This brake","1","81177","32749","32739","0","0","0","0","10","0"
"1714","This brake","1","81177","32740","32730","0","0","0","0","10","0"
"1715","This brake","1","81177","32730","32736","0","0","0","0","10","0"
"1716","This brake","1","81177","32730","32724","0","0","0","0","11","0"
"1717","This brake","1","81177","32726","32724","0","0","0","0","11","0"
"1718","High Rabbit","1","45695","33685","32497","0","0","0","0","4","0"
"1719","High Doberman","1","45688","33685","32500","0","0","0","0","4","0"
"1720","High Shepherd","1","45687","33686","32503","0","0","0","0","4","0"
"1721","This brake","1","81177","32692","32783","0","0","0","0","1","0"
"1722","This brake","1","81177","32688","32783","0","0","0","0","1","0"
"1723","This brake","1","81177","32688","32772","0","0","0","0","1","0"
"1724","This brake","1","81177","32692","32772","0","0","0","0","1","0"
"1725","This brake","1","81177","32758","32785","0","0","0","0","1","0"
"1726","This brake","1","81177","32667","32885","0","0","0","0","1","0"
"1727","This brake","1","81177","32670","32885","0","0","0","0","1","0"
"1728","This brake","1","81177","32669","32776","0","0","0","0","2","0"
"1729","This brake","1","81177","32664","32776","0","0","0","0","2","0"
"1730","Khan's Guard","1","70903","32799","32893","0","0","4","0","304","0"
"1731","Khan's Guard","1","70903","32801","32893","0","0","4","0","304","0"
"1732","Khan's Guard","1","70903","32803","32893","0","0","4","0","304","0"
"1733","Khan's Guard","1","70903","32805","32893","0","0","4","0","304","0"
"1734","Khan's Guard","1","70903","32807","32893","0","0","4","0","304","0"
"1735","Khan's Guard","1","70903","32800","32892","0","0","4","0","304","0"
"1736","Khan's Guard","1","70903","32802","32892","0","0","4","0","304","0"
"1737","Khan's Guard","1","70903","32804","32892","0","0","4","0","304","0"
"1738","Khan's Guard","1","70903","32806","32892","0","0","4","0","304","0"
"1739","Khan's Guard","1","70903","32799","32891","0","0","4","0","304","0"
"1740","Khan's Guard","1","70903","32801","32891","0","0","4","0","304","0"
"1741","Khan's Guard","1","70903","32803","32891","0","0","4","0","304","0"
"1742","Khan's Guard","1","70903","32805","32891","0","0","4","0","304","0"
"1743","Khan's Guard","1","70903","32807","32891","0","0","4","0","304","0"
"1744","Khan's Guard","1","70903","32800","32890","0","0","4","0","304","0"
"1745","Khan's Guard","1","70903","32802","32890","0","0","4","0","304","0"
"1746","Khan's Guard","1","70903","32804","32890","0","0","4","0","304","0"
"1747","Khan's Guard","1","70903","32806","32890","0","0","4","0","304","0"
"1748","Khan's Horse","1","70886","32805","32896","0","0","6","0","304","0"
"1749","Rondo's Horse","1","70893","32863","32892","0","0","6","0","304","0"
"1750","Rondu's Assassination Squad","1","70894","32859","32890","0","0","4","0","304","0"
"1751","Rondu's Assassination Squad","1","70894","32864","32890","0","0","4","0","304","0"
"1752","Lamunet","1","70889","32890","32843","0","0","4","0","304","30"
"1753","Lavor","0","70890","32857","32906","0","0","6","0","304","0"
"1754","clown","1","70909","32882","32805","0","0","4","0","304","30"
"1755","This brake","1","81177","32746","32806","0","0","4","0","17","0"
"1756","This brake","1","81177","32746","32811","0","0","0","0","17","0"
"1757","Ancient Goods Shop ""House of Luck""","1","81194","32632","32778","0","0","0","0","4","0"
"1758","Weapon Shop ""Miracle House""","1","81195","32632","32789","0","0","0","0","4","0"
"1759","Item Shop ""Dreams of Abundance""","1","81196","32598","32749","0","0","0","0","4","0"
"1760","Mysterious Orb ""Astrologer's House""","1","81197","32608","32748","0","0","0","0","4","0"
"1761","Decoration shop ""Beautiful House""","1","81198","32589","32734","0","0","0","0","4","0"
"1762","Flower shop ""Kaori no Ie""","1","81199","32628","32715","0","0","0","0","4","0"
"1763","Casti","1","71111","32677","32817","0","0","5","0","400","0"
"1764","Item Creation^Ataroze","1","71119","32596","32908","0","0","4","0","400","0"
"1765","Runaway Ohm","1","71118","32611","32901","0","0","5","0","400","0"
"1766","Lien","1","71120","32611","32911","0","0","5","0","400","0"
"1767","Pet Manager Leonard","1","71121","32589","32916","0","0","2","0","400","0"
"1768","Ziles","1","71112","32679","32971","0","0","5","0","400","0"
"1769","Lohen","1","71110","32704","32636","0","0","6","0","400","0"
"1770","Taus","1","70764","32765","32866","0","0","4","0","75","0"
"1771","White Magician Pieta","1","71200","32738","32849","0","0","2","0","77","0"
"1772","Aden intelligence officer","1","71115","32826","32842","0","0","4","0","400","0"
"1773","Ringsmith Pellitor","1","71128","32695","32804","0","0","6","0","450","0"
"1774","Earring Maker Loumtis","1","71129","32697","32799","0","0","6","0","450","0"
"1775","Assistant Iris","1","71126","32685","32795","0","0","5","0","450","0"
"1776","General Goods Merchant Squirrel","1","71127","32671","32805","0","0","4","0","450","0"
"1777","Bonus Item Manager","0","81200","34053","32264","0","0","5","0","4","0"
"1778","Bonus Item Manager","0","81200","33729","32492","0","0","6","0","4","0"
"1779","Bonus Item Manager","0","81200","33443","32809","0","0","5","0","4","0"
"1780","Bonus Item Manager","0","81200","33066","32744","0","0","6","0","4","0"
"1781","Bonus Item Manager","0","81200","32622","32782","0","0","5","0","4","0"
"1782","Bonus Item Manager","0","81200","32753","32446","0","0","6","0","4","0"
"1783","Bonus Item Manager","0","81200","33090","33390","0","0","4","0","4","0"
"1785","Bonus Item Manager","0","81200","32590","32934","0","0","5","0","0","0"
"1786","Bonus Item Manager","0","81200","33614","33244","0","0","6","0","4","0"
"1787","Bonus Item Manager","0","81200","32613","33189","0","0","5","0","4","0"
"1788","Elder Attendant Clorence","1","71170","32748","32790","0","0","6","0","536","0"
"1789","Immortal True King of the Underworld, Dantes","1","71168","32926","32836","0","0","2","0","534","0"
"1790","Lieutenant Rastabad Marbeth","1","71169","32901","32836","0","0","6","0","534","0"
"1791","intelligence officer","1","81202","32532","32954","0","0","2","0","777","0"
"1792","Dirty Blob","1","81208","32767","32767","20","20","5","0","19","0"
"1793","Mercenary ^ Bash","1","70964","32919","32976","0","0","5","0","410","0"
"1794","Roy","1","81209","32804","32849","0","0","6","0","410","0"
"1795","Guardian of the Moon Country","0","900106","33435","32799","0","0","4","0","4","0"
"1796","Regular drop at Shinmyo store ^ Technical director","0","900107","33432","32799","0","0","4","0","4","0"
"1797","Guardian of the Moon Country","0","900106","33092","33397","0","0","6","0","4","0"
"1798","Regular drop at Shinmyo store ^ Technical director","0","900107","33092","33400","0","0","6","0","4","0"
"1799","Guardian of the Moon Country","0","900106","33057","32772","0","0","6","0","4","0"
"1800","Regular drop at Shinmyo store ^ Technical director","0","900107","33057","32776","0","0","6","0","4","0"
"1801","Guardian of the Moon Country","0","900106","32739","32442","0","0","5","0","4","0"
"1802","Regular drop at Shinmyo store ^ Technical director","0","900107","32742","32445","0","0","5","0","4","0"
"1803","Guardian of the Moon Country","0","900106","33614","33242","0","0","6","0","4","0"
"1804","Regular drop at Shinmyo store ^ Technical director","0","900107","33614","33246","0","0","6","0","4","0"
"1805","Guardian of the Moon Country","0","900106","33968","33243","0","0","4","0","4","0"
"1806","Regular drop at Shinmyo store ^ Technical director","0","900107","33972","33243","0","0","4","0","4","0"
"1807","Guardian of the Moon Country","0","900106","33706","32494","0","0","4","0","4","0"
"1808","Regular drop at Shinmyo store ^ Technical director","0","900107","33702","32494","0","0","4","0","4","0"
"1809","Guardian of the Moon Country","0","900106","32623","32792","0","0","6","0","4","0"
"1810","Regular drop at Shinmyo store ^ Technical director","0","900107","32623","32795","0","0","6","0","4","0"
"1811","Guardian of the Moon Country","0","900106","34058","32270","0","0","4","0","4","0"
"1812","Regular drop at Shinmyo store ^ Technical director","0","900107","34054","32270","0","0","4","0","4","0"
"1813","Guardian of the Moon Country","0","900106","32608","33191","0","0","5","0","4","0"
"1814","Regular drop at Shinmyo store ^ Technical director","0","900107","32611","33194","0","0","5","0","4","0"
"1815","Guardian of the Moon Country","0","900106","32584","32929","0","0","6","0","0","0"
"1816","Regular drop at Shinmyo store ^ Technical director","0","900107","32584","32933","0","0","6","0","0","0"
"1817","Guardian of the Moon Country","0","900106","32794","32847","0","0","4","0","1001","0"
"1818","Regular drop at Shinmyo store ^ Technical director","0","900107","32789","32847","0","0","4","0","1001","0"
"1819","Guardian of the Moon Country","0","900106","32793","32860","0","0","6","0","1000","0"
"1820","Regular drop at Shinmyo store ^ Technical director","0","900107","32793","32864","0","0","6","0","1000","0"
"1821","Regular drop at Shinmyo store ^ Technical director","0","900107","32809","32915","0","0","5","0","320","0"
"1822","Guardian of the Moon Country","0","900106","32810","32907","0","0","6","0","320","0"
"1823","guard","1","5153","32629","32969","0","0","0","0","0","0"
"1824","guard","1","5152","32634","32969","0","0","0","0","0","0"
"1825","guard","1","5152","32628","32969","0","0","0","0","0","0"
"1826","guard","1","5153","32619","32951","0","0","6","0","0","0"
"1827","guard","1","5153","32619","32952","0","0","6","0","0","0"
"1828","guard","1","5153","32619","32962","0","0","6","0","0","0"
"1829","guard","1","5152","32619","32958","0","0","6","0","0","0"
"1830","guard","1","5152","32619","32967","0","0","6","0","0","0"
"1831","guard","1","5152","32619","32968","0","0","6","0","0","0"
"1832","guard","1","60502","32507","32867","0","0","4","0","0","0"
"1833","guard","1","60501","32511","32867","0","0","4","0","0","0"
"1834","Wolf","0","45043","32448","32982","0","0","0","0","4","0"
"1837","Kent Castle Guard","1","71183","32639","32743","0","0","2","0","4","0"
"1838","Kent Castle Guard","1","71183","32639","32750","0","0","2","0","4","0"
"1851","Battle Tiger","1","45710","34080","32290","0","0","0","0","4","0"
"1852","High Wolf","1","45686","34081","32291","0","0","0","0","4","0"
"1853","High Saint Bernard","1","45693","34083","32290","0","0","0","0","4","0"
"1854","Windawood Mercenaries","0","60554","32637","33208","0","0","4","0","4","0"
"1855","Windawood Mercenaries","0","60554","32638","33208","0","0","4","0","4","0"
"1856","Windawood Mercenaries","0","60554","32639","33208","0","0","4","0","4","0"
"1857","Windawood Mercenaries","0","60554","32640","33208","0","0","4","0","4","0"
"1858","Windawood Mercenaries","0","60554","32641","33208","0","0","4","0","4","0"
"1859","Windawood Mercenaries","0","60553","32637","33210","0","0","4","0","4","0"
"1860","Windawood Mercenaries","0","60553","32638","33210","0","0","4","0","4","0"
"1861","Windawood Mercenaries","0","60553","32639","33210","0","0","4","0","4","0"
"1862","Windawood Mercenaries","0","60553","32640","33210","0","0","4","0","4","0"
"1863","Windawood Mercenaries","0","60553","32641","33210","0","0","4","0","4","0"
"1864","Windawood Mercenaries","0","60554","32634","33203","0","0","4","0","4","0"
"1865","Windawood Mercenaries","0","60554","32634","33207","0","0","4","0","4","0"
"1866","Windawood Mercenaries","0","60553","32634","33206","0","0","4","0","4","0"
"1867","Windawood Mercenaries","0","60554","32634","33205","0","0","4","0","4","0"
"1868","Windawood Mercenaries","0","60553","32634","33204","0","0","4","0","4","0"
"1869","Windawood Mercenaries","0","60554","32632","33207","0","0","4","0","4","0"
"1870","Windawood Mercenaries","0","60553","32632","33206","0","0","4","0","4","0"
"1871","Windawood Mercenaries","0","60554","32632","33205","0","0","4","0","4","0"
"1872","Windawood Mercenaries","0","60553","32632","33204","0","0","4","0","4","0"
"1873","Windawood Mercenaries","0","60554","32632","33203","0","0","4","0","4","0"
"1874","Windawood Mercenaries","0","60554","32630","33207","0","0","4","0","4","0"
"1875","Windawood Mercenaries","0","60553","32630","33206","0","0","4","0","4","0"
"1876","Windawood Mercenaries","0","60554","32630","33205","0","0","4","0","4","0"
"1877","Windawood Mercenaries","0","60553","32630","33204","0","0","4","0","4","0"
"1878","Windawood Mercenaries","0","60554","32630","33203","0","0","4","0","4","0"
"1879","Windawood Mercenaries","0","60554","32623","33209","0","0","4","0","4","0"
"1880","Windawood Mercenaries","0","60554","32624","33209","0","0","4","0","4","0"
"1881","Windawood Mercenaries","0","60554","32625","33209","0","0","4","0","4","0"
"1882","Windawood Mercenaries","0","60554","32626","33209","0","0","4","0","4","0"
"1883","Windawood Mercenaries","0","60554","32627","33209","0","0","4","0","4","0"
"1884","Windawood Mercenaries","0","60553","32623","33211","0","0","4","0","4","0"
"1885","Windawood Mercenaries","0","60553","32624","33211","0","0","4","0","4","0"
"1886","Windawood Mercenaries","0","60553","32625","33211","0","0","4","0","4","0"
"1887","Windawood Mercenaries","0","60553","32626","33211","0","0","4","0","4","0"
"1888","Windawood Mercenaries","0","60553","32627","33211","0","0","4","0","4","0"
"1889","Windawood Mercenaries","0","70786","32627","33202","0","0","4","0","4","0"
"1890","Windawood Mercenaries","0","70786","32638","33200","0","0","4","0","4","0"
"1891","Windawood Mercenary Captain","0","70787","32632","33210","0","0","6","0","4","0"
"1896","Kent Mercenary Corps","0","60521","33067","32783","0","0","5","0","4","0"
"1897","Kent Mercenary Corps","0","60520","33068","32782","0","0","5","0","4","0"
"1898","Kent Mercenary Corps","0","60520","33067","32782","0","0","5","0","4","0"
"1899","Kent Mercenary Corps","0","60521","33068","32783","0","0","5","0","4","0"
"1900","Kent Mercenary Corps","0","60521","33068","32786","0","0","5","0","4","0"
"1901","Kent Mercenary Corps","0","60521","33067","32786","0","0","5","0","4","0"
"1902","Kent Mercenary Corps","0","60520","33068","32785","0","0","5","0","4","0"
"1903","Kent Mercenary Corps","0","60520","33067","32785","0","0","5","0","4","0"
"1904","Kent Mercenary Corps","0","60520","33064","32785","0","0","5","0","4","0"
"1905","Kent Mercenary Corps","0","60520","33065","32785","0","0","5","0","4","0"
"1906","Kent Mercenary Corps","0","60521","33065","32786","0","0","5","0","4","0"
"1907","Kent Mercenary Corps","0","60521","33064","32786","0","0","5","0","4","0"
"1908","Kent Mercenary Corps","0","60520","33064","32782","0","0","5","0","4","0"
"1909","Kent Mercenary Corps","0","60520","33065","32782","0","0","5","0","4","0"
"1910","Kent Mercenary Corps","0","60521","33065","32783","0","0","5","0","4","0"
"1911","Kent Mercenary Corps","0","60521","33064","32783","0","0","5","0","4","0"
"1912","Kent Mercenary Corps","0","70559","33061","32788","0","0","5","0","4","0"
"1913","Kent Mercenary Corps","0","70559","33062","32781","0","0","5","0","4","0"
"1914","Kent Mercenary Corps","0","60520","33082","32764","0","0","2","0","4","0"
"1915","Kent Mercenary Corps","0","60521","33082","32772","0","0","2","0","4","0"
"1916","guard","1","60508","33028","32763","0","0","6","0","4","0"
"1917","guard","1","60509","33028","32774","0","0","6","0","4","0"
"1918","High Saint Bernard","1","45693","33034","32749","0","0","0","0","4","0"
"1919","Battle Tiger","1","45710","33031","32747","0","0","0","0","4","0"
"1920","High Bear","1","45690","33033","32745","0","0","0","0","4","0"
"1921","Battle Tiger","1","45710","33031","32744","0","0","0","0","4","0"
"1922","Heine Mercenary Corps","0","7000003","33589","33223","0","0","4","0","4","0"
"1923","Heine Mercenary Corps","0","7000003","33589","33228","0","0","4","0","4","0"
"1924","Heine Mercenary Corps","0","7000003","33589","33227","0","0","4","0","4","0"
"1925","Heine Mercenary Corps","0","7000003","33589","33226","0","0","4","0","4","0"
"1926","Heine Mercenary Corps","0","7000003","33589","33225","0","0","4","0","4","0"
"1927","Heine Mercenary Corps","0","7000003","33589","33224","0","0","4","0","4","0"
"1928","Heine Mercenary Corps","0","7000003","33590","33228","0","0","4","0","4","0"
"1929","Heine Mercenary Corps","1","7000003","33590","33227","0","0","4","0","4","0"
"1930","Heine Mercenary Corps","0","7000003","33590","33226","0","0","4","0","4","0"
"1931","Heine Mercenary Corps","0","7000003","33590","33225","0","0","4","0","4","0"
